org_id,footprints_used,source_event_timestamp
21,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[13.2875558,52.6322755],[13.2877916,52.6321412],[13.2880789,52.6320787],[13.2883094,52.6320847],[13.2884658,52.6321501],[13.2885322,52.6322373],[13.2885644,52.6324714],[13.2885295,52.6325674],[13.2883924,52.6326967],[13.2882658,52.6327513],[13.2879139,52.6328152],[13.2876153,52.6327846],[13.2874673,52.6326704],[13.2874325,52.6324392],[13.2875558,52.6322755]]]},""properties"":{}}",2024-07-01T04:18:55.092Z
71,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[13.2903027,52.6341902],[13.2899816,52.6341108],[13.2899527,52.6340482],[13.2910982,52.6330708],[13.2912205,52.633032],[13.2914601,52.6332029],[13.2915726,52.6334191],[13.291575,52.6335438],[13.2914799,52.6337751],[13.2913966,52.6338717],[13.2911028,52.6340621],[13.2908043,52.6341614],[13.2905681,52.6341929],[13.2903027,52.6341902]]]},""properties"":{}}",2024-07-01T04:19:17.450Z
78,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[13.294491,52.6330071],[13.2944304,52.6330355],[13.2941209,52.6327975],[13.2939646,52.6327092],[13.2937952,52.6327654],[13.2936717,52.6327615],[13.2934523,52.6326917],[13.2932469,52.6324313],[13.2934724,52.6322779],[13.2939705,52.632374],[13.2941008,52.632518],[13.2940163,52.6326775],[13.2941792,52.6327707],[13.294491,52.6330071]],[[13.2937507,52.6326434],[13.2938915,52.6326031],[13.2939282,52.6325027],[13.293795,52.6324247],[13.2935971,52.6324038],[13.2934426,52.6324777],[13.2934707,52.632584],[13.2937507,52.6326434]]]},""properties"":{}}",2024-07-01T04:19:24.857Z
96,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[13.2950756,52.634011],[13.2956187,52.6341145],[13.2956618,52.6341652],[13.2955475,52.6345192],[13.2955039,52.6345438],[13.2950408,52.6343833],[13.2947475,52.6341554],[13.2946647,52.6339889],[13.2947317,52.6339534],[13.2950756,52.634011]],[[13.295129,52.634284],[13.2952733,52.6342925],[13.2953718,52.6342349],[13.2953401,52.6341494],[13.2951994,52.6341046],[13.2949987,52.634111],[13.2950551,52.6342498],[13.295129,52.634284]]],[[[13.3006085,52.6358123],[13.3005783,52.6357519],[13.3007895,52.6354202],[13.3008917,52.635389],[13.3019248,52.6356376],[13.3019801,52.6356851],[13.3018621,52.6360286],[13.3017039,52.6360687],[13.3006085,52.6358123]]],[[[13.3006854,52.6353409],[13.3007327,52.6353874],[13.3005089,52.6357365],[13.3004128,52.6357654],[13.2983668,52.6352841],[13.2977169,52.6351168],[13.2976641,52.6350574],[13.2979246,52.634715],[13.2980206,52.6347045],[13.3006854,52.6353409]]],[[[13.2978011,52.6346481],[13.2978455,52.6346973],[13.2975963,52.6350358],[13.297503,52.6350621],[13.2956806,52.6345947],[13.2956176,52.6345261],[13.2957336,52.6341839],[13.2958211,52.6341556],[13.2965033,52.6343157],[13.2978011,52.6346481]],[[13.296788,52.6347209],[13.2969101,52.6347673],[13.2972039,52.6347546],[13.297179,52.6346788],[13.2964845,52.6344627],[13.296788,52.6347209]]]]},""properties"":{}}",2024-07-01T04:19:53.878Z
80,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[13.2983515,52.6323771],[13.2985683,52.6320507],[13.2983178,52.6320334],[13.2982038,52.6319499],[13.2981609,52.6316943],[13.2988556,52.6315962],[13.2988992,52.6318293],[13.2989911,52.6319303],[13.2989857,52.6320503],[13.2989045,52.6320741],[13.2986449,52.6320561],[13.2984164,52.6323925],[13.2983515,52.6323771]],[[13.2984285,52.6317442],[13.2983589,52.6318179],[13.2984278,52.6318867],[13.298657,52.6318959],[13.2986842,52.6317925],[13.2985758,52.6317375],[13.2984285,52.6317442]]]},""properties"":{}}",2024-07-01T04:20:24.878Z
91,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[13.314026,52.6242635],[13.31398,52.6245369],[13.3138514,52.6245705],[13.3124394,52.6244232],[13.3125365,52.6241055],[13.314026,52.6242635]],[[13.3132062,52.62434],[13.3132196,52.6242944],[13.3127046,52.6242288],[13.3126952,52.6242744],[13.3132062,52.62434]],[[13.3137681,52.6244083],[13.3137795,52.6243631],[13.313475,52.6242858],[13.3132196,52.6242944],[13.3132062,52.62434],[13.3133899,52.6243834],[13.3137681,52.6244083]]],[[[13.3155381,52.6244275],[13.3157498,52.6244034],[13.3159433,52.6242651],[13.3160441,52.6240805],[13.3159785,52.6237283],[13.3159869,52.6236085],[13.3163227,52.6233417],[13.3167417,52.6230936],[13.3170424,52.622825],[13.3171641,52.6225349],[13.3172411,52.6224975],[13.3178691,52.6225021],[13.3188422,52.6227459],[13.3193374,52.6229095],[13.3196218,52.6230466],[13.3196583,52.6231493],[13.3193986,52.6233621],[13.318833,52.6237714],[13.3184496,52.6240698],[13.3182615,52.6242454],[13.3181741,52.6243758],[13.3180775,52.6246628],[13.3180193,52.6250927],[13.3179195,52.625216],[13.3177613,52.6252864],[13.3171848,52.6254199],[13.3168894,52.6254664],[13.3166363,52.6254759],[13.3163284,52.6253954],[13.3160397,52.6252685],[13.3159437,52.6251129],[13.3157802,52.6249984],[13.3155221,52.6248728],[13.3150798,52.6247294],[13.3148252,52.6246865],[13.3142922,52.624629],[13.3141923,52.6245515],[13.3142354,52.6242932],[13.3155381,52.6244275]],[[13.3188319,52.6233325],[13.3187602,52.623252],[13.3185041,52.6232077],[13.3181006,52.6231916],[13.3179344,52.6231422],[13.3178723,52.6230031],[13.3176641,52.6228006],[13.3175238,52.6227718],[13.3173474,52.6228122],[13.316873,52.6232317],[13.316585,52.6235543],[13.3165678,52.6235983],[13.3166648,52.62383],[13.3166329,52.6239502],[13.3164396,52.6241137],[13.3162206,52.6242291],[13.3160763,52.6243982],[13.3160901,52.6245147],[13.3159915,52.624558],[13.3159729,52.6248462],[13.3160394,52.6249718],[13.3166468,52.6251491],[13.3168228,52.6251263],[13.3169935,52.6249713],[13.3172157,52.6248312],[13.3173648,52.6246165],[13.3178402,52.6243292],[13.3179957,52.6242562],[13.3183773,52.6239519],[13.3187186,52.6236318],[13.3188404,52.623416],[13.3188319,52.6233325]]]]},""properties"":{}}",2024-07-01T04:20:57.372Z
51,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[13.4971304,52.5727181],[13.4971824,52.5725445],[13.4976719,52.5723281],[13.4975667,52.5722161],[13.49752,52.5720615],[13.4970889,52.5718468],[13.4972135,52.5717584],[13.4974992,52.5718531],[13.4976343,52.5717584],[13.4978161,52.5717773],[13.4976602,52.571932],[13.4980506,52.5720514],[13.4982622,52.5720828],[13.4982,52.5722243],[13.4982628,52.5723614],[13.498081,52.5723961],[13.4979719,52.5728096],[13.4976447,52.5728443],[13.4971304,52.5727181]]],[[[13.4962376,52.5727708],[13.4960622,52.5721817],[13.4962133,52.572015],[13.4970295,52.5712997],[13.4969974,52.5712204],[13.4976078,52.5706878],[13.4981873,52.5709361],[13.4982789,52.5710166],[13.4997807,52.5716535],[13.4992953,52.5720996],[13.4993438,52.5721189],[13.4991991,52.5723223],[13.4992528,52.5724387],[13.4992078,52.5725025],[13.4997566,52.5727196],[13.4990693,52.5733176],[13.4988551,52.5734828],[13.4987627,52.5734461],[13.4981744,52.5733798],[13.4980269,52.5733031],[13.4978565,52.5732772],[13.4976182,52.5731451],[13.4972554,52.5730465],[13.4970004,52.5730394],[13.4969455,52.573164],[13.4965472,52.5735137],[13.4969434,52.5736894],[13.4967298,52.5738803],[13.4970065,52.573999],[13.4969653,52.5741747],[13.4959404,52.5737405],[13.4957788,52.5736868],[13.4961892,52.573331],[13.4963565,52.5732036],[13.4963951,52.5730939],[13.4963473,52.5729325],[13.4962376,52.5727708]],[[13.4975543,52.5730974],[13.4978567,52.5732267],[13.4980016,52.5732175],[13.4985052,52.5732983],[13.4989061,52.5733393],[13.4988354,52.5729165],[13.4988404,52.5727998],[13.4990763,52.5726298],[13.4991015,52.5725049],[13.4990729,52.5723145],[13.4991841,52.5721354],[13.4996176,52.5716879],[13.4988395,52.5713622],[13.4983924,52.5713133],[13.4980487,52.5712437],[13.4978598,52.571235],[13.4977438,52.5712856],[13.4974861,52.5712601],[13.4974204,52.5712959],[13.4970499,52.571647],[13.4967912,52.5717229],[13.4968562,52.5719685],[13.4968225,52.5720637],[13.4968646,52.5721917],[13.4966506,52.5723698],[13.4966624,52.5725049],[13.4967938,52.572549],[13.496846,52.5728121],[13.4976554,52.5729588],[13.4975543,52.5730974]]]]},""properties"":{}}",2024-07-01T04:21:34.662Z
10,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[13.436638,52.5256908],[13.4357966,52.5258916],[13.4354466,52.5260419],[13.4353941,52.5261116],[13.4356087,52.5261746],[13.4354886,52.526285],[13.4358151,52.5264207],[13.4358895,52.5264946],[13.436983,52.5269784],[13.4369965,52.527115],[13.4377806,52.5274146],[13.4395706,52.5273436],[13.4408574,52.5261845],[13.4413251,52.526364],[13.4410534,52.5266226],[13.4420163,52.5270069],[13.4424828,52.5270671],[13.4428715,52.527222],[13.4431443,52.5274787],[13.4451654,52.5283],[13.4440317,52.5293412],[13.4439203,52.5294317],[13.4432967,52.530027],[13.4423311,52.5309258],[13.442221,52.5309171],[13.4386108,52.5286235],[13.4384672,52.5286422],[13.4375243,52.5294913],[13.4374391,52.5295175],[13.4365043,52.5294206],[13.4353264,52.5292832],[13.4288883,52.528542],[13.4286258,52.5285058],[13.426626,52.5282743],[13.4262342,52.5282238],[13.4253283,52.5281269],[13.4252141,52.5280101],[13.4253461,52.5279214],[13.4273647,52.5270831],[13.4279757,52.5267037],[13.4298725,52.5255009],[13.4301166,52.5254838],[13.4302061,52.5254077],[13.4316619,52.5244865],[13.4316169,52.5244526],[13.4336295,52.523437],[13.4338294,52.5233993],[13.4352581,52.5234313],[13.4352282,52.523482],[13.4355587,52.5238727],[13.4361487,52.5237003],[13.4362056,52.5235048],[13.4364593,52.5235285],[13.4365338,52.5235907],[13.4363757,52.5239527],[13.43617,52.5242795],[13.4360813,52.5245118],[13.4360842,52.5247137],[13.4361727,52.5248557],[13.4365288,52.5251498],[13.436742,52.5252421],[13.4368373,52.525381],[13.4367767,52.5255379],[13.4366235,52.5256182],[13.436638,52.5256908]],[[13.4314465,52.5287687],[13.4315467,52.528442],[13.4306895,52.5283448],[13.4307471,52.5284587],[13.4306787,52.5286816],[13.4314465,52.5287687]]],[[[13.4367552,52.5251217],[13.4365024,52.5250012],[13.4362602,52.5247758],[13.4362186,52.5245631],[13.4362348,52.5244552],[13.4363443,52.5242394],[13.4365743,52.5238608],[13.4366633,52.5236051],[13.4367386,52.5235893],[13.4371841,52.5236501],[13.4371653,52.5237251],[13.437268,52.5246784],[13.4372216,52.524677],[13.4367309,52.5249169],[13.4367552,52.5251217]]]]},""properties"":{}}",2024-07-01T04:22:32.908Z
97,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[13.4921595,52.548004],[13.4926749,52.5478728],[13.4926687,52.5481055],[13.4927722,52.5483094],[13.4923716,52.5483973],[13.4922192,52.5485984],[13.4920557,52.5486856],[13.4914936,52.5487865],[13.4908881,52.5489112],[13.4904426,52.5489214],[13.4897256,52.5489545],[13.4892246,52.5491595],[13.4890018,52.549213],[13.4890424,52.5492959],[13.4888787,52.5493172],[13.4884186,52.5493275],[13.4875233,52.5493741],[13.4873119,52.5493411],[13.4870244,52.5493544],[13.4868577,52.549313],[13.486691,52.5491148],[13.4862077,52.549142],[13.4861623,52.5489579],[13.4860281,52.54867],[13.4855899,52.5480758],[13.4894379,52.5470382],[13.4897172,52.5474271],[13.4902365,52.5472895],[13.4899579,52.5469001],[13.4918643,52.5463894],[13.4927522,52.547624],[13.4920342,52.5478109],[13.4921595,52.548004]]]},""properties"":{}}",2024-07-01T04:23:05.555Z
12,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[13.5664695,52.5401364],[13.5660289,52.5403864],[13.5659533,52.5404959],[13.5659837,52.5410985],[13.5662544,52.5410989],[13.5662544,52.5411507],[13.5658193,52.5411513],[13.565819,52.541001],[13.5657493,52.5409011],[13.5637616,52.5408994],[13.5637119,52.5403463],[13.5637157,52.5390151],[13.5636538,52.5389018],[13.5635301,52.5389024],[13.5635248,52.5382414],[13.5638357,52.5381312],[13.5641447,52.5382932],[13.564682,52.5386234],[13.564854,52.5386682],[13.5651245,52.5386567],[13.5658355,52.5386571],[13.565838,52.5385358],[13.5659352,52.5384752],[13.5670973,52.5384727],[13.5679442,52.5383784],[13.5684231,52.5382853],[13.5684862,52.5383112],[13.568912,52.5390387],[13.5689868,52.539247],[13.568392,52.5392459],[13.5683881,52.5390725],[13.5679696,52.53907],[13.5679784,52.5396231],[13.5681555,52.5396226],[13.5681593,52.5398661],[13.5682285,52.539988],[13.5677747,52.539992],[13.5677742,52.5398392],[13.5671263,52.5398177],[13.5669397,52.5398621],[13.5664695,52.5401364]],[[13.5638687,52.5401731],[13.5639453,52.5403588],[13.5642623,52.5405685],[13.5646123,52.5405222],[13.5647082,52.5404416],[13.5647236,52.5402005],[13.5645404,52.5398963],[13.5639585,52.5400692],[13.5638687,52.5401731]]]},""properties"":{}}",2024-07-01T04:23:57.394Z
15,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[13.3038016,52.6431113],[13.3036288,52.644035],[13.303063,52.6439558],[13.3027944,52.6438941],[13.3023761,52.6437606],[13.3020612,52.6436251],[13.3018041,52.6434839],[13.3015877,52.6433322],[13.3018892,52.6430416],[13.3025866,52.643052],[13.3038016,52.6431113]],[[13.3027609,52.6433016],[13.302491,52.6433412],[13.3024887,52.6433918],[13.3027536,52.6435018],[13.3030787,52.6435752],[13.3033197,52.6435826],[13.3034422,52.6435109],[13.3034253,52.6433869],[13.3033029,52.643329],[13.3027609,52.6433016]]]},""properties"":{}}",2024-07-01T04:24:44.525Z
17,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[13.1440288,52.5424459],[13.145896,52.542927],[13.1465445,52.5430575],[13.1475219,52.5432727],[13.1480159,52.5433323],[13.1485677,52.5433522],[13.1498035,52.543308],[13.1500473,52.543829],[13.1482479,52.5442429],[13.147947,52.5439454],[13.1477229,52.5438387],[13.1476164,52.5438764],[13.1471987,52.5438649],[13.1451963,52.5433744],[13.1450151,52.5433596],[13.1441289,52.5431388],[13.1437747,52.5430943],[13.1433758,52.5431203],[13.1432769,52.542459],[13.1440288,52.5424459]],[[13.1485503,52.5435539],[13.1481745,52.5435974],[13.1481471,52.5437494],[13.1482673,52.5438485],[13.1486535,52.543906],[13.1488681,52.5438955],[13.1490054,52.5438538],[13.1490999,52.5437546],[13.1490521,52.5436576],[13.1487595,52.5435588],[13.1485503,52.5435539]]]},""properties"":{}}",2024-07-01T04:25:18.678Z
55,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[13.4955967,52.6353813],[13.4961491,52.6350666],[13.4966332,52.6353466],[13.4974474,52.6353563],[13.4987925,52.6356602],[13.4989243,52.6353838],[13.4993586,52.6354607],[13.499292,52.6355899],[13.4994718,52.6357543],[13.499278,52.6362607],[13.4988229,52.6372261],[13.5000405,52.637471],[13.5001067,52.6375762],[13.5001085,52.6376932],[13.5000167,52.6379376],[13.5006106,52.6380673],[13.5004839,52.6382748],[13.5003372,52.6383886],[13.5008075,52.6386161],[13.4995409,52.6396698],[13.4992206,52.6398667],[13.4985508,52.6400299],[13.497974,52.6397489],[13.4975222,52.6395017],[13.496632,52.6389124],[13.4956196,52.6382184],[13.4952883,52.6380031],[13.4948794,52.6377133],[13.4943033,52.6373379],[13.4939081,52.6370662],[13.4942171,52.6369057],[13.493399,52.6363576],[13.4938675,52.6360411],[13.4948783,52.6357384],[13.4951553,52.6356371],[13.4955967,52.6353813]],[[13.4966347,52.6365479],[13.4968068,52.6366574],[13.4969123,52.6368002],[13.4968996,52.6369533],[13.4971401,52.6370768],[13.4972142,52.6372191],[13.4971864,52.6375462],[13.4969637,52.6379791],[13.4970082,52.6380912],[13.4973129,52.6383814],[13.4984025,52.6385767],[13.4984909,52.6386077],[13.4989297,52.6386423],[13.4988678,52.6385323],[13.4973882,52.6382589],[13.4971774,52.6380007],[13.4975035,52.6373036],[13.4976402,52.6372675],[13.4977493,52.6373108],[13.4984408,52.6374419],[13.4986039,52.6374099],[13.4990385,52.6375631],[13.4995056,52.6376128],[13.4996799,52.6376485],[13.4998598,52.6377999],[13.4998559,52.637635],[13.4997657,52.6375715],[13.4987985,52.6373337],[13.4987036,52.6373357],[13.4977092,52.6372006],[13.4975647,52.6371703],[13.4974266,52.6370631],[13.4972597,52.637005],[13.4971142,52.6367771],[13.4969424,52.6367483],[13.496851,52.6366244],[13.4966347,52.6365479]]]},""properties"":{}}",2024-07-01T04:25:54.984Z
80,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[13.5745758,52.5205279],[13.5747609,52.5210333],[13.5752444,52.5216531],[13.5754246,52.5220745],[13.5756791,52.5226298],[13.575351,52.5226809],[13.5744837,52.5227944],[13.5744802,52.52281],[13.5721319,52.5230715],[13.5720469,52.5228218],[13.5714801,52.5213916],[13.5716284,52.5214037],[13.5718305,52.5213413],[13.5717794,52.5211826],[13.5716774,52.5210367],[13.5717007,52.5206996],[13.5716888,52.520544],[13.5717767,52.5204134],[13.5742028,52.5200662],[13.574473,52.520009],[13.5745758,52.5205279]],[[13.5733295,52.5215399],[13.5733434,52.5216529],[13.5734267,52.5217557],[13.5735862,52.5218137],[13.5739027,52.5217572],[13.5740479,52.5217586],[13.5741026,52.521679],[13.5742977,52.5216761],[13.5743525,52.521595],[13.5742906,52.5214024],[13.5733295,52.5215399]],[[13.5722562,52.5206358],[13.5722462,52.520748],[13.5725095,52.5207904],[13.5724792,52.5208774],[13.572618,52.5210997],[13.5729123,52.5210788],[13.5729561,52.5209797],[13.573295,52.5210364],[13.573272,52.5207819],[13.5733322,52.5206742],[13.573284,52.5205729],[13.5731048,52.520543],[13.57269,52.5205434],[13.5722562,52.5206358]]]},""properties"":{}}",2024-07-01T04:25:56.058Z
80,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[13.375802,52.4952652],[13.3738273,52.4956729],[13.3739061,52.4958715],[13.3733111,52.4959838],[13.3735164,52.4969755],[13.3730979,52.4970029],[13.3730526,52.4958369],[13.3728936,52.4924133],[13.3750455,52.4919981],[13.3755317,52.4918815],[13.3755453,52.491905],[13.3760729,52.4917625],[13.3761254,52.4924043],[13.3761443,52.4928],[13.3794449,52.4938436],[13.3794797,52.4943076],[13.3795383,52.4953208],[13.3795836,52.495797],[13.3797173,52.4975671],[13.3798965,52.4981888],[13.3796711,52.4982355],[13.3776007,52.4950604],[13.3767511,52.4952595],[13.3773918,52.4962484],[13.3774256,52.4962403],[13.3785736,52.4980053],[13.378297,52.498073],[13.3781372,52.4981556],[13.3780002,52.4979841],[13.3780498,52.4979611],[13.3776847,52.4975821],[13.3775707,52.4976087],[13.3771969,52.4971383],[13.3769622,52.4967023],[13.376874,52.4965069],[13.3766312,52.4963223],[13.3762169,52.4958061],[13.375802,52.4952652]]]},""properties"":{}}",2024-07-01T04:26:07.769Z
91,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[13.482768,52.6199323],[13.4833422,52.6196911],[13.4835655,52.619911],[13.482988,52.6201534],[13.4838603,52.6210071],[13.483911,52.6212195],[13.4838103,52.6213721],[13.4837177,52.6214315],[13.4842047,52.6218575],[13.4838173,52.6220204],[13.4833342,52.6215989],[13.4828666,52.6217353],[13.4824584,52.6219479],[13.4821929,52.6221903],[13.4816176,52.6219938],[13.4823598,52.6214331],[13.4826145,52.6211756],[13.4827082,52.6209184],[13.4827116,52.6207786],[13.4826424,52.6205419],[13.4825565,52.6204143],[13.4816407,52.6194049],[13.4818517,52.6192377],[13.4820052,52.6191812],[13.482768,52.6199323]],[[13.4829455,52.6209401],[13.482909,52.6210283],[13.4824409,52.6215341],[13.4823763,52.6215032],[13.4820796,52.6217544],[13.4817819,52.6219779],[13.4820298,52.6220625],[13.4821601,52.6218912],[13.4824337,52.6216763],[13.4828735,52.6214646],[13.4830452,52.6214548],[13.4834218,52.6213496],[13.4835334,52.621235],[13.4835505,52.6210995],[13.4832108,52.6207171],[13.4829145,52.6208368],[13.4829455,52.6209401]]]},""properties"":{}}",2024-07-01T04:27:01.248Z
51,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[13.4233079,52.614829],[13.4227209,52.6143737],[13.4222634,52.6145969],[13.4214432,52.6139604],[13.4216223,52.6138767],[13.4216288,52.6138225],[13.4221395,52.6135677],[13.423605,52.6146842],[13.4233079,52.614829]],[[13.4217351,52.6138603],[13.421914,52.6140006],[13.4222691,52.6138337],[13.4220901,52.6136934],[13.4217351,52.6138603]]]},""properties"":{}}",2024-07-01T04:27:30.167Z
15,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[13.4268177,52.6078989],[13.4276941,52.6080646],[13.4191208,52.6121652],[13.4188228,52.6119414],[13.4184155,52.6116045],[13.4183243,52.6115737],[13.4176884,52.6110798],[13.4170543,52.610573],[13.4163611,52.6101392],[13.4148685,52.6088365],[13.4156534,52.6084628],[13.4162459,52.6089204],[13.4194317,52.6114076],[13.4217764,52.610304],[13.4217687,52.609934],[13.4218832,52.60988],[13.4222441,52.6100779],[13.424661,52.6089296],[13.4268177,52.6078989]],[[13.4218345,52.610324],[13.4218334,52.6104467],[13.4224039,52.6101695],[13.4222749,52.6101134],[13.4218345,52.610324]],[[13.416499,52.6093149],[13.416212,52.6094478],[13.4163504,52.6095575],[13.41663,52.609427],[13.416499,52.6093149]]]},""properties"":{}}",2024-07-01T04:28:17.476Z
55,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[13.1832111,52.540313],[13.1831371,52.5409988],[13.1831792,52.5415176],[13.1823047,52.5418234],[13.1790286,52.542919],[13.1789976,52.5427555],[13.1786569,52.5427808],[13.1787085,52.543027],[13.1772663,52.5435223],[13.1768448,52.5436194],[13.1761932,52.5436875],[13.1730177,52.5439174],[13.1729357,52.5439287],[13.1711474,52.5440438],[13.1694802,52.5441632],[13.1690981,52.5441662],[13.1685293,52.5442202],[13.1683175,52.5432109],[13.1686466,52.5431835],[13.1686321,52.5431334],[13.1705917,52.5430239],[13.1727967,52.5429566],[13.1737792,52.5429115],[13.1761816,52.5424317],[13.1763213,52.5426002],[13.1777371,52.5423247],[13.1791937,52.5419629],[13.1789811,52.5416323],[13.179143,52.5415854],[13.1792505,52.5417468],[13.1805839,52.5414242],[13.18122,52.54116],[13.1811259,52.5410305],[13.1815793,52.5408416],[13.1816345,52.5409088],[13.1824746,52.5406424],[13.1824377,52.5404972],[13.1829832,52.5403469],[13.1832111,52.540313]],[[13.1820876,52.5417],[13.1822174,52.5417527],[13.1827116,52.5415922],[13.1827554,52.5415302],[13.1824191,52.541398],[13.1820639,52.5415904],[13.1820876,52.5417]],[[13.1759039,52.5434086],[13.176023,52.5433078],[13.1759479,52.5429723],[13.1758417,52.5429187],[13.1756604,52.5430636],[13.1756449,52.5432227],[13.1757071,52.5433377],[13.1759039,52.5434086]]],[[[13.1851398,52.5414028],[13.1835825,52.5414124],[13.1835271,52.5413696],[13.1834623,52.5410504],[13.1834484,52.5407668],[13.1834761,52.5402747],[13.1839719,52.5402331],[13.1845355,52.5403201],[13.1852898,52.540355],[13.1860079,52.5403341],[13.1864459,52.5402716],[13.1873704,52.5400589],[13.1888777,52.5399833],[13.1901101,52.5399595],[13.190513,52.5401361],[13.1906689,52.5401102],[13.1908269,52.5401625],[13.1910104,52.540114],[13.191031,52.5402017],[13.1912875,52.5403904],[13.1917875,52.5409483],[13.1919697,52.540908],[13.1923015,52.5407283],[13.1925171,52.5405828],[13.1927799,52.5403521],[13.1930206,52.5400408],[13.1931331,52.5398077],[13.193119,52.5395613],[13.1929034,52.5392802],[13.1926853,52.5391257],[13.1927653,52.5390302],[13.1929639,52.539081],[13.1933144,52.5392125],[13.1942325,52.538158],[13.1953681,52.5378728],[13.1961793,52.5376921],[13.1964511,52.5379501],[13.195617,52.5382167],[13.1953196,52.5383471],[13.1947926,52.5386316],[13.1946119,52.538746],[13.1929443,52.5406672],[13.192397,52.541197],[13.1941661,52.5417797],[13.1941151,52.5418492],[13.1932874,52.541552],[13.1929664,52.5418342],[13.1920652,52.5414267],[13.1910932,52.5422189],[13.193255,52.5432038],[13.1928899,52.5437602],[13.1928449,52.5436759],[13.1923778,52.5435572],[13.1913163,52.543228],[13.1900894,52.5428628],[13.1898459,52.543158],[13.1894186,52.5429505],[13.1893883,52.542885],[13.1888595,52.5426051],[13.1887616,52.5425953],[13.1865385,52.5415218],[13.1862612,52.541409],[13.1851398,52.5414028]]]]},""properties"":{}}",2024-07-01T04:29:07.583Z
80,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[13.3058623,52.5220012],[13.3048911,52.5219687],[13.3048734,52.5222199],[13.3042119,52.522193],[13.3042037,52.5222892],[13.3037996,52.5223361],[13.3035966,52.5220665],[13.3033564,52.5219727],[13.3033116,52.5219068],[13.3034544,52.5217856],[13.3040724,52.5216499],[13.3046534,52.521502],[13.3060301,52.5210049],[13.305987,52.5211238],[13.3058623,52.5220012]],[[13.3054055,52.5216776],[13.3057832,52.5216899],[13.3057848,52.5216566],[13.3054201,52.52165],[13.3054055,52.5216776]],[[13.3056126,52.5219219],[13.3056441,52.5217538],[13.305386,52.5217065],[13.3053947,52.5218362],[13.3055491,52.5218268],[13.3056126,52.5219219]],[[13.3042481,52.5221503],[13.3048276,52.5221766],[13.3048513,52.5219659],[13.3042624,52.5219529],[13.3042481,52.5221503]]]},""properties"":{}}",2024-07-01T04:29:42.619Z
91,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[13.5356699,52.4232537],[13.5351855,52.4225984],[13.5358006,52.4224369],[13.5362708,52.4230881],[13.5356699,52.4232537]]]},""properties"":{}}",2024-07-01T04:29:45.528Z
